gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Ercc6,F8VPZ5,ERCC6_MOUSE,reviewed,DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB),Ercc6 Csb,Mus musculus (Mouse),1481
Glud1,P26443,DHE3_MOUSE,reviewed,"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)",Glud1 Glud,Mus musculus (Mouse),558
Wapl,Q65Z40,WAPL_MOUSE,reviewed,Wings apart-like protein homolog (Dioxin-inducible factor 2) (DIF-2) (WAPL cohesin release factor),Wapl Kiaa0261 Wapal,Mus musculus (Mouse),1200
Rnase4,Q9JJH1,RNAS4_MOUSE,reviewed,Ribonuclease 4 (RNase 4) (EC 3.1.27.-),Rnase4,Mus musculus (Mouse),148
Abhd4,Q8VD66,ABHD4_MOUSE,reviewed,(Lyso)-N-acylphosphatidylethanolamine lipase (EC 3.1.1.-) (Alpha/beta hydrolase domain-containing protein 4) (Abhydrolase domain-containing protein 4) (Alpha/beta-hydrolase 4),Abhd4,Mus musculus (Mouse),342
Oxa1l,Q8BGA9,OXA1L_MOUSE,reviewed,Mitochondrial inner membrane protein OXA1L (Oxidase assembly 1-like protein) (OXA1-like protein),Oxa1l,Mus musculus (Mouse),433
Lrp10,Q7TQH7,LRP10_MOUSE,reviewed,Low-density lipoprotein receptor-related protein 10 (LRP-10),Lrp10 Lrp9,Mus musculus (Mouse),713
Bcl2l2,P70345,B2CL2_MOUSE,reviewed,Bcl-2-like protein 2 (Bcl2-L-2) (Apoptosis regulator Bcl-W) (c98),Bcl2l2 Bclw Kiaa0271,Mus musculus (Mouse),193
Khnyn,Q80U38,KHNYN_MOUSE,reviewed,Protein KHNYN (KH and NYN domain-containing protein),Khnyn Kiaa0323,Mus musculus (Mouse),671
Atp12a,Q9Z1W8,AT12A_MOUSE,reviewed,Potassium-transporting ATPase alpha chain 2 (EC 7.2.2.19) (Non-gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),Atp12a Atp1al1,Mus musculus (Mouse),1035
Mtmr6,Q8VE11,MTMR6_MOUSE,reviewed,"Myotubularin-related protein 6 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",Mtmr6,Mus musculus (Mouse),617
Ctsb,P10605,CATB_MOUSE,reviewed,Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],Ctsb,Mus musculus (Mouse),339
Bin3,Q9JI08,BIN3_MOUSE,reviewed,Bridging integrator 3,Bin3,Mus musculus (Mouse),253
Reep4,Q8K072,REEP4_MOUSE,reviewed,Receptor expression-enhancing protein 4,Reep4,Mus musculus (Mouse),257
Tsc22d1,P62500,T22D1_MOUSE,reviewed,TSC22 domain family protein 1 (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (TSC22-related inducible leucine zipper 1b) (Transforming growth factor beta-1-induced transcript 4 protein),Tsc22d1 Kiaa1994 Tgfb1i4 Tilz1b Tsc22,Mus musculus (Mouse),1077
Uchl3,Q9JKB1,UCHL3_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3),Uchl3,Mus musculus (Mouse),230
Ndfip2,Q91ZP6,NFIP2_MOUSE,reviewed,NEDD4 family-interacting protein 2 (NEDD4 WW domain-binding protein 5A) (Fragment),Ndfip2 Kiaa1165 N4wbp5A,Mus musculus (Mouse),311
Mbnl2,Q8C181,MBNL2_MOUSE,reviewed,Muscleblind-like protein 2,Mbnl2 Kiaa4072,Mus musculus (Mouse),373
Farp1,F8VPU2,FARP1_MOUSE,reviewed,"FERM, ARHGEF and pleckstrin domain-containing protein 1 (FERM, RhoGEF and pleckstrin domain-containing protein 1)",Farp1,Mus musculus (Mouse),1048
Tm9sf2,P58021,TM9S2_MOUSE,reviewed,Transmembrane 9 superfamily member 2,Tm9sf2,Mus musculus (Mouse),662
Oit1,P97805,FAM3D_MOUSE,reviewed,Protein FAM3D (Oncoprotein-induced protein 1) (Protein EF-7),Fam3d Oit1,Mus musculus (Mouse),223
Cacna2d3,Q9Z1L5,CA2D3_MOUSE,reviewed,Voltage-dependent calcium channel subunit alpha-2/delta-3 (Voltage-gated calcium channel subunit alpha-2/delta-3) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-3; Voltage-dependent calcium channel subunit delta-3],Cacna2d3,Mus musculus (Mouse),1091
Prkcd,P28867,KPCD_MOUSE,reviewed,Protein kinase C delta type (EC 2.7.11.13) (Tyrosine-protein kinase PRKCD) (EC 2.7.10.2) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)],Prkcd Pkcd,Mus musculus (Mouse),674
Nisch,Q80TM9,NISCH_MOUSE,reviewed,Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline receptor I-1-like protein) (Imidazoline-1 receptor) (I1R),Nisch Kiaa0975,Mus musculus (Mouse),1593
Ankrd28,Q505D1,ANR28_MOUSE,reviewed,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK),Ankrd28,Mus musculus (Mouse),1053
Exoc5,Q3TPX4,EXOC5_MOUSE,reviewed,Exocyst complex component 5 (Exocyst complex component Sec10),Exoc5 Sec10l1,Mus musculus (Mouse),708
Tep1,P97499,TEP1_MOUSE,reviewed,Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog),Tep1 Tp1,Mus musculus (Mouse),2629
Dad1,P61804,DAD1_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1),Dad1,Mus musculus (Mouse),113
Slc7a7,Q9Z1K8,YLAT1_MOUSE,reviewed,Y+L amino acid transporter 1 (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1),Slc7a7,Mus musculus (Mouse),510
Dhrs1,Q99L04,DHRS1_MOUSE,reviewed,Dehydrogenase/reductase SDR family member 1 (EC 1.1.-.-),Dhrs1 D14ertd484e,Mus musculus (Mouse),313
Cryl1,Q99KP3,CRYL1_MOUSE,reviewed,Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH),Cryl1 Cry,Mus musculus (Mouse),319
Nupl1,Q8R332,NUP58_MOUSE,reviewed,Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1),Nup58 Nupl1,Mus musculus (Mouse),587
Fdft1,P53798,FDFT_MOUSE,reviewed,Squalene synthase (SQS) (SS) (EC 2.5.1.21) (FPP:FPP farnesyltransferase) (Farnesyl-diphosphate farnesyltransferase),Fdft1 Erg9,Mus musculus (Mouse),416
Ptk2b,Q9QVP9,FAK2_MOUSE,reviewed,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),Ptk2b Fak2 Pyk2 Raftk,Mus musculus (Mouse),1009
Chmp7,Q8R1T1,CHMP7_MOUSE,reviewed,Charged multivesicular body protein 7 (Chromatin-modifying protein 7),Chmp7,Mus musculus (Mouse),451
Fam160b2,Q80YR2,F16B2_MOUSE,reviewed,Protein FAM160B2 (Retinoic acid-induced protein 16),Fam160b2 Rai16,Mus musculus (Mouse),744
Fndc3a,Q8BX90,FND3A_MOUSE,reviewed,Fibronectin type-III domain-containing protein 3A,Fndc3a D14Ertd453e Fndc3 Kiaa0970,Mus musculus (Mouse),1198
Rb1,P13405,RB_MOUSE,reviewed,Retinoblastoma-associated protein (p110-RB1) (pRb) (Rb) (pp105),Rb1 Rb-1,Mus musculus (Mouse),921
Slc15a1,Q9JIP7,S15A1_MOUSE,reviewed,"Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1) (Proton-coupled dipeptide cotransporter)",Slc15a1 Pept1,Mus musculus (Mouse),709
Sepp1,P70274,SEPP1_MOUSE,reviewed,Selenoprotein P (SeP) (Plasma selenoprotein P),Selenop Selp Sepp1,Mus musculus (Mouse),380
Rictor,Q6QI06,RICTR_MOUSE,reviewed,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (mAVO3) (Protein pianissimo),Rictor Kiaa1999,Mus musculus (Mouse),1708
Zfr,O88532,ZFR_MOUSE,reviewed,Zinc finger RNA-binding protein,Zfr,Mus musculus (Mouse),1074
Golph3,Q9CRA5,GOLP3_MOUSE,reviewed,Golgi phosphoprotein 3 (Coat protein GPP34),Golph3 Gpp34,Mus musculus (Mouse),298
Grhl2,Q8K5C0,GRHL2_MOUSE,reviewed,Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3),Grhl2 Bom Tcfcp2l3,Mus musculus (Mouse),625
Fzd6,Q61089,FZD6_MOUSE,reviewed,Frizzled-6 (Fz-6) (mFz6),Fzd6,Mus musculus (Mouse),709
Dcaf13,Q6PAC3,DCA13_MOUSE,reviewed,DDB1- and CUL4-associated factor 13 (WD repeat and SOF domain-containing protein 1),Dcaf13 Gm83 Wdsof1,Mus musculus (Mouse),445
Mal2,Q8BI08,MAL2_MOUSE,reviewed,Protein MAL2,Mal2,Mus musculus (Mouse),175
Trib1,Q8K4K4,TRIB1_MOUSE,reviewed,Tribbles homolog 1 (TRB-1),Trib1 Trb1,Mus musculus (Mouse),372
Myc,P01108,MYC_MOUSE,reviewed,Myc proto-oncogene protein (Proto-oncogene c-Myc) (Transcription factor p64),Myc,Mus musculus (Mouse),439
Phf20l1,Q8CCJ9,P20L1_MOUSE,reviewed,PHD finger protein 20-like protein 1,Phf20l1,Mus musculus (Mouse),1013
Ly6e,Q64253,LY6E_MOUSE,reviewed,Lymphocyte antigen 6E (Ly-6E) (Stem cell antigen 2) (Thymic shared antigen 1) (TSA-1),Ly6e Ly67 Sca-2 Tsa-1,Mus musculus (Mouse),130
Ly6g,P35461,LY6G_MOUSE,reviewed,Lymphocyte antigen 6G (Ly-6G) (Ly-6G.1),Ly6g,Mus musculus (Mouse),134
Mpst,Q99J99,THTM_MOUSE,reviewed,3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2),Mpst,Mus musculus (Mouse),297
Nol12,Q8BG17,NOL12_MOUSE,reviewed,Nucleolar protein 12 (Nucleolar protein of 25 kDa),Nol12 Nop25,Mus musculus (Mouse),217
H1f0,P10922,H10_MOUSE,reviewed,"Histone H1.0 (Histone H1') (Histone H1(0)) (MyD196) [Cleaved into: Histone H1.0, N-terminally processed]",H1-0 H1f0 H1fv,Mus musculus (Mouse),194
Gcat,O88986,KBL_MOUSE,reviewed,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)",Gcat Kbl,Mus musculus (Mouse),416
Tomm22,Q9CPQ3,TOM22_MOUSE,reviewed,Mitochondrial import receptor subunit TOM22 homolog (Translocase of outer membrane 22 kDa subunit homolog),Tomm22 Tom22,Mus musculus (Mouse),142
Mgat3,Q10470,MGAT3_MOUSE,reviewed,"Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III)",Mgat3,Mus musculus (Mouse),538
Tnrc6b,Q8BKI2,TNR6B_MOUSE,reviewed,Trinucleotide repeat-containing gene 6B protein,Tnrc6b Kiaa1093,Mus musculus (Mouse),1810
Rbx1,P62878,RBX1_MOUSE,reviewed,"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (RING finger protein 75) (RING-box protein 1) (Rbx1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]",Rbx1,Mus musculus (Mouse),108
Ep300,B2RWS6,EP300_MOUSE,reviewed,Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300) (Histone butyryltransferase p300) (EC 2.3.1.-) (Histone crotonyltransferase p300) (EC 2.3.1.-) (Protein 2-hydroxyisobutyryltransferase p300) (EC 2.3.1.-) (Protein propionyltransferase p300) (EC 2.3.1.-),Ep300 P300,Mus musculus (Mouse),2412
Tef,Q9JLC6,TEF_MOUSE,reviewed,Thyrotroph embryonic factor,Tef,Mus musculus (Mouse),301
Aco2,Q99KI0,ACON_MOUSE,reviewed,"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)",Aco2,Mus musculus (Mouse),780
Bik,O70337,BIK_MOUSE,reviewed,Bcl-2-interacting killer (Apoptosis inducer NBK) (Bik-like killer protein),Bik Biklk Blk Nbk,Mus musculus (Mouse),150
Ttc38,A3KMP2,TTC38_MOUSE,reviewed,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Ttc38,Mus musculus (Mouse),465
Pim3,P58750,PIM3_MOUSE,reviewed,Serine/threonine-protein kinase pim-3 (EC 2.7.11.1),Pim3,Mus musculus (Mouse),326
Alg10b,Q3UGP8,AG10B_MOUSE,reviewed,"Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase (EC 2.4.1.256) (Alpha-1,2-glucosyltransferase ALG10-A) (Alpha-2-glucosyltransferase ALG10-B) (Asparagine-linked glycosylation protein 10 homolog B)",Alg10b,Mus musculus (Mouse),474
Arid2,E9Q7E2,ARID2_MOUSE,reviewed,AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200),Arid2 Baf200,Mus musculus (Mouse),1828
Dnajc22,Q8CHS2,DJC22_MOUSE,reviewed,DnaJ homolog subfamily C member 22,Dnajc22,Mus musculus (Mouse),339
Tmbim6,Q9D2C7,BI1_MOUSE,reviewed,Bax inhibitor 1 (BI-1) (Testis-enhanced gene transcript protein) (Transmembrane BAX inhibitor motif-containing protein 6),Tmbim6 Tegt,Mus musculus (Mouse),237
Cox14,Q8BH51,COX14_MOUSE,reviewed,Cytochrome c oxidase assembly protein COX14,Cox14,Mus musculus (Mouse),57
Dazap2,Q9DCP9,DAZP2_MOUSE,reviewed,DAZ-associated protein 2 (Deleted in azoospermia-associated protein 2) (Proline-rich protein expressed in brain),Dazap2 Prtb,Mus musculus (Mouse),168
Acvr1b,Q61271,ACV1B_MOUSE,reviewed,Activin receptor type-1B (EC 2.7.11.30) (Activin receptor type IB) (ACTR-IB) (Activin receptor-like kinase 4) (ALK-4) (Serine/threonine-protein kinase receptor R2) (SKR2),Acvr1b Alk4,Mus musculus (Mouse),505
Eif4b,Q8BGD9,IF4B_MOUSE,reviewed,Eukaryotic translation initiation factor 4B (eIF-4B),Eif4b,Mus musculus (Mouse),611
Prr13,Q9CQJ5,PRR13_MOUSE,reviewed,Proline-rich protein 13,Prr13,Mus musculus (Mouse),137
Nipbl,Q6KCD5,NIPBL_MOUSE,reviewed,Nipped-B-like protein (Delangin homolog) (SCC2 homolog),Nipbl Scc2,Mus musculus (Mouse),2798
Sub1,P11031,TCP4_MOUSE,reviewed,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (Single-stranded DNA-binding protein p9) (p14),Sub1 Pc4 Rpo2tc1,Mus musculus (Mouse),127
Ywhaz,P63101,1433Z_MOUSE,reviewed,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1) (SEZ-2),Ywhaz,Mus musculus (Mouse),245
Zfp706,Q9D115,ZN706_MOUSE,reviewed,Zinc finger protein 706,Znf706 Zfp706,Mus musculus (Mouse),76
Derl1,Q99J56,DERL1_MOUSE,reviewed,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (Der1-like protein 1),Derl1 Der1,Mus musculus (Mouse),251
Fbxo32,Q9CPU7,FBX32_MOUSE,reviewed,F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx),Fbxo32,Mus musculus (Mouse),355
Gsdmc4,Q3TR54,GSDC4_MOUSE,reviewed,Gasdermin-C4,Gsdmc4,Mus musculus (Mouse),480
Asap1,Q9QWY8,ASAP1_MOUSE,reviewed,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)",Asap1 Ddef1 Kiaa1249 Shag1,Mus musculus (Mouse),1147
Ndrg1,Q62433,NDRG1_MOUSE,reviewed,Protein NDRG1 (N-myc downstream-regulated gene 1 protein) (Protein Ndr1),Ndrg1 Ndr1 Ndrl Tdd5,Mus musculus (Mouse),394
Trappc9,Q3U0M1,TPPC9_MOUSE,reviewed,Trafficking protein particle complex subunit 9 (NIK- and IKBKB-binding protein),Trappc9 Kiaa1882 Nibp,Mus musculus (Mouse),1148
Ago2,Q8CJG0,AGO2_MOUSE,reviewed,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),Ago2 Eif2c2 Kiaa4215,Mus musculus (Mouse),860
Ly6a,P05533,LY6A_MOUSE,reviewed,Lymphocyte antigen 6A-2/6E-1 (Ly-6A.2/Ly-6E.1) (Stem cell antigen 1) (SCA-1) (T-cell-activating protein) (TAP),Ly6a Ly6,Mus musculus (Mouse),134
Fam83h,Q148V8,FA83H_MOUSE,reviewed,Protein FAM83H,Fam83h,Mus musculus (Mouse),1209
Plec,Q9QXS1,PLEC_MOUSE,reviewed,Plectin (PCN) (PLTN) (Plectin-1) (Plectin-6),Plec Plec1,Mus musculus (Mouse),4691
Slc39a4,Q78IQ7,S39A4_MOUSE,reviewed,Zinc transporter ZIP4 (Activated in W/Wv mouse stomach 2) (mAWMS2) (Solute carrier family 39 member 4) (Zrt- and Irt-like protein 4) (ZIP-4),Slc39a4 Zip4,Mus musculus (Mouse),660
Vps28,Q9D1C8,VPS28_MOUSE,reviewed,Vacuolar protein sorting-associated protein 28 homolog (Caspase-activated DNase inhibitor that interacts with ASK1) (CIIA) (ESCRT-I complex subunit VPS28),Vps28,Mus musculus (Mouse),221
Myh9,Q8VDD5,MYH9_MOUSE,reviewed,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",Myh9,Mus musculus (Mouse),1960
Cyb5r3,Q9DCN2,NB5R3_MOUSE,reviewed,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form],Cyb5r3 Dia1,Mus musculus (Mouse),301
Arfgap3,Q9D8S3,ARFG3_MOUSE,reviewed,ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3),Arfgap3,Mus musculus (Mouse),523
Pacsin2,Q9WVE8,PACN2_MOUSE,reviewed,Protein kinase C and casein kinase substrate in neurons protein 2 (Syndapin-2) (Syndapin-II) (SdpII),Pacsin2,Mus musculus (Mouse),486
Plxnb2,B2RXS4,PLXB2_MOUSE,reviewed,Plexin-B2,Plxnb2,Mus musculus (Mouse),1842
Sbf1,Q6ZPE2,MTMR5_MOUSE,reviewed,Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5) (SET-binding factor 1) (Sbf1),Sbf1 Kiaa3020 Mtmr5,Mus musculus (Mouse),1867
Twf1,Q91YR1,TWF1_MOUSE,reviewed,Twinfilin-1 (Protein A6),Twf1 Ptk9,Mus musculus (Mouse),350
Slc38a2,Q8CFE6,S38A2_MOUSE,reviewed,Sodium-coupled neutral amino acid transporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2),Slc38a2 Ata2 Kiaa1382 Sat2 Snat2,Mus musculus (Mouse),504
Adcy6,Q01341,ADCY6_MOUSE,reviewed,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (AC6) (Ca(2+)-inhibitable adenylyl cyclase),Adcy6,Mus musculus (Mouse),1165
Arf3,P61205,ARF3_MOUSE,reviewed,ADP-ribosylation factor 3,Arf3,Mus musculus (Mouse),181
Kmt2d,Q6PDK2,KMT2D_MOUSE,reviewed,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.354) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2),Kmt2d Mll2 Mll4,Mus musculus (Mouse),5588
Lmbr1l,Q9D1E5,LMBRL_MOUSE,reviewed,Protein LMBR1L (Lipocalin-1-interacting membrane receptor) (LIMR) (Uteroglobin receptor),Lmbr1l D15Ertd735e Kiaa1174,Mus musculus (Mouse),489
Lima1,Q9ERG0,LIMA1_MOUSE,reviewed,LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN),Lima1 D15Ertd366e Eplin,Mus musculus (Mouse),753
Smagp,Q99KC7,SMAGP_MOUSE,reviewed,Small cell adhesion glycoprotein (Small transmembrane and glycosylated protein),Smagp,Mus musculus (Mouse),97
Galnt6,Q8C7U7,GALT6_MOUSE,reviewed,Polypeptide N-acetylgalactosaminyltransferase 6 (EC 2.4.1.41) (Polypeptide GalNAc transferase 6) (GalNAc-T6) (pp-GaNTase 6) (Protein-UDP acetylgalactosaminyltransferase 6) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 6),Galnt6,Mus musculus (Mouse),622
Krt8,P11679,K2C8_MOUSE,reviewed,"Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)",Krt8 Krt2-8,Mus musculus (Mouse),490
Abat,P61922,GABT_MOUSE,reviewed,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",Abat Gabat,Mus musculus (Mouse),500
Shisa9,Q9CZN4,SHSA9_MOUSE,reviewed,Protein shisa-9 (Cystine-knot AMPAR modulating protein of 44 kDa) (CKAMP44),Shisa9,Mus musculus (Mouse),424
Mapk1,P63085,MK01_MOUSE,reviewed,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),Mapk1 Erk2 Mapk Prkm1,Mus musculus (Mouse),358
Hic2,Q9JLZ6,HIC2_MOUSE,reviewed,Hypermethylated in cancer 2 protein (Hic-2),Hic2 Kiaa1020,Mus musculus (Mouse),619
Eif4g1,Q6NZJ6,IF4G1_MOUSE,reviewed,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1),Eif4g1,Mus musculus (Mouse),1600
Map3k13,Q1HKZ5,M3K13_MOUSE,reviewed,Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25),Map3k13,Mus musculus (Mouse),959
Lpp,Q8BFW7,LPP_MOUSE,reviewed,Lipoma-preferred partner homolog,Lpp,Mus musculus (Mouse),613
Fam43a,Q8BUP8,FA43A_MOUSE,reviewed,Protein FAM43A,Fam43a,Mus musculus (Mouse),424
Muc4,Q8JZM8,MUC4_MOUSE,reviewed,Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)],Muc4,Mus musculus (Mouse),3443
Lrch3,Q8BVU0,LRCH3_MOUSE,reviewed,DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3),Lrch3,Mus musculus (Mouse),778
Snx4,Q91YJ2,SNX4_MOUSE,reviewed,Sorting nexin-4,Snx4,Mus musculus (Mouse),450
Zfp148,Q61624,ZN148_MOUSE,reviewed,Zinc finger protein 148 (Beta enolase repressor factor 1) (G-rich box-binding protein) (Transcription factor BFCOL1) (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89),Znf148 Zbp89 Zfp148,Mus musculus (Mouse),794
Muc13,P19467,MUC13_MOUSE,reviewed,Mucin-13 (MUC-13) (Cell surface antigen 114/A10) (Lymphocyte antigen 64),Muc13 Ly64,Mus musculus (Mouse),573
Mylk,Q6PDN3,MYLK_MOUSE,reviewed,"Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]",Mylk,Mus musculus (Mouse),1941
Ildr1,Q8CBR1,ILDR1_MOUSE,reviewed,Immunoglobulin-like domain-containing receptor 1,Ildr1,Mus musculus (Mouse),537
Lrrc58,Q3UGP9,LRC58_MOUSE,reviewed,Leucine-rich repeat-containing protein 58,Lrrc58,Mus musculus (Mouse),366
Zbtb11,G5E8B9,ZBT11_MOUSE,reviewed,Zinc finger and BTB domain-containing protein 11,Zbtb11,Mus musculus (Mouse),1050
Tomm70a,Q9CZW5,TOM70_MOUSE,reviewed,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70),Tomm70 D16Wsu109e Tomm70a,Mus musculus (Mouse),611
Cggbp1,Q8BHG9,CGBP1_MOUSE,reviewed,CGG triplet repeat-binding protein 1 (CGG-binding protein 1) (20 kDa CGG-binding protein) (p20-CGGBP DNA-binding protein),Cggbp1,Mus musculus (Mouse),167
Usp25,P57080,UBP25_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25) (mUSP25),Usp25,Mus musculus (Mouse),1055
Cxadr,P97792,CXAR_MOUSE,reviewed,Coxsackievirus and adenovirus receptor homolog (CAR) (mCAR),Cxadr Car,Mus musculus (Mouse),365
Gabpa,Q00422,GABPA_MOUSE,reviewed,GA-binding protein alpha chain (GABP subunit alpha),Gabpa E4tf1a,Mus musculus (Mouse),454
